Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2022-03-23,747.9500122070312,751.0,731.7999877929688,733.75,733.75,4698808,ADANIPORTS.NS
2022-03-24,733.0,742.2999877929688,731.0,733.4500122070312,733.4500122070312,2914647,ADANIPORTS.NS
2022-03-25,737.0,746.9000244140625,730.0499877929688,743.25,743.25,4003497,ADANIPORTS.NS
2022-03-28,747.0,749.7000122070312,726.5499877929688,737.0,737.0,5691095,ADANIPORTS.NS
2022-03-29,741.0,766.9000244140625,738.0499877929688,761.9500122070312,761.9500122070312,11423551,ADANIPORTS.NS
2022-03-30,768.7999877929688,775.9500122070312,762.0999755859375,767.4000244140625,767.4000244140625,6913983,ADANIPORTS.NS
2022-03-31,767.4000244140625,781.0,765.5,774.2000122070312,774.2000122070312,5468951,ADANIPORTS.NS
2022-04-01,774.5,790.7000122070312,774.5,785.75,785.75,6816743,ADANIPORTS.NS
2022-04-04,791.0,822.1500244140625,783.6500244140625,818.5499877929688,818.5499877929688,13743062,ADANIPORTS.NS
2022-04-05,840.0,860.9000244140625,826.0,848.0499877929688,848.0499877929688,21090646,ADANIPORTS.NS
2022-04-06,852.9500122070312,862.6500244140625,840.0,849.8499755859375,849.8499755859375,8785541,ADANIPORTS.NS
2022-04-07,850.0,866.0,813.5999755859375,817.4000244140625,817.4000244140625,11662093,ADANIPORTS.NS
2022-04-08,823.0,844.7999877929688,817.4000244140625,839.2999877929688,839.2999877929688,5777924,ADANIPORTS.NS
2022-04-11,840.0,860.0,839.2999877929688,854.5499877929688,854.5499877929688,6030153,ADANIPORTS.NS
2022-04-12,853.9000244140625,859.0,835.0,844.9000244140625,844.9000244140625,5597246,ADANIPORTS.NS
2022-04-13,849.9000244140625,854.9000244140625,836.5,840.5,840.5,2955807,ADANIPORTS.NS
2022-04-18,831.3499755859375,846.75,821.4000244140625,842.7000122070312,842.7000122070312,3969878,ADANIPORTS.NS
2022-04-19,849.0,850.25,807.0,819.2999877929688,819.2999877929688,4472320,ADANIPORTS.NS
2022-04-20,825.5999755859375,835.9500122070312,820.0,827.6500244140625,827.6500244140625,3071216,ADANIPORTS.NS
2022-04-21,833.0,858.9000244140625,832.2999877929688,850.5,850.5,5539106,ADANIPORTS.NS
2022-04-22,847.4500122070312,886.0,840.7000122070312,874.1500244140625,874.1500244140625,17864000,ADANIPORTS.NS
2022-04-25,873.9500122070312,880.9500122070312,848.6500244140625,859.5499877929688,859.5499877929688,10145325,ADANIPORTS.NS
2022-04-26,868.0,913.0,865.4000244140625,909.5,909.5,21010788,ADANIPORTS.NS
2022-04-27,914.0499877929688,924.6500244140625,880.0,887.2999877929688,887.2999877929688,20793885,ADANIPORTS.NS
2022-04-28,899.0,900.25,876.7999877929688,887.0999755859375,887.0999755859375,8778304,ADANIPORTS.NS
2022-04-29,892.7000122070312,898.9000244140625,852.0999755859375,856.4000244140625,856.4000244140625,11543840,ADANIPORTS.NS
2022-05-02,850.0,862.8499755859375,838.0499877929688,856.5499877929688,856.5499877929688,5760499,ADANIPORTS.NS
2022-05-04,860.5,864.2000122070312,805.7999877929688,812.7999877929688,812.7999877929688,7969164,ADANIPORTS.NS
2022-05-05,820.9000244140625,835.5,806.0,811.3499755859375,811.3499755859375,6597383,ADANIPORTS.NS
2022-05-06,797.9000244140625,820.9500122070312,790.2000122070312,811.4000244140625,811.4000244140625,6150326,ADANIPORTS.NS
2022-05-09,807.4500122070312,807.4500122070312,783.0,792.5999755859375,792.5999755859375,4768026,ADANIPORTS.NS
2022-05-10,795.2000122070312,803.9500122070312,765.0499877929688,769.0999755859375,769.0999755859375,5344522,ADANIPORTS.NS
2022-05-11,771.0,784.9500122070312,749.0499877929688,759.9000244140625,759.9000244140625,8985117,ADANIPORTS.NS
2022-05-12,759.0,759.0,705.2999877929688,713.2999877929688,713.2999877929688,10570456,ADANIPORTS.NS
2022-05-13,727.0,735.9000244140625,701.7999877929688,705.9000244140625,705.9000244140625,7247809,ADANIPORTS.NS
2022-05-16,715.0,728.1500244140625,704.0,712.5,712.5,5606071,ADANIPORTS.NS
2022-05-17,720.0,747.2999877929688,715.3499755859375,744.75,744.75,4430294,ADANIPORTS.NS
2022-05-18,752.6500244140625,767.2000122070312,742.0,759.7999877929688,759.7999877929688,9020504,ADANIPORTS.NS
2022-05-19,744.0,747.3499755859375,730.0,732.7999877929688,732.7999877929688,4445667,ADANIPORTS.NS
2022-05-20,749.9500122070312,772.7999877929688,745.0999755859375,767.5499877929688,767.5499877929688,5434279,ADANIPORTS.NS
2022-05-23,774.8499755859375,779.9000244140625,751.25,753.5499877929688,753.5499877929688,4787481,ADANIPORTS.NS
2022-05-24,756.5999755859375,764.7999877929688,747.5,752.1500244140625,752.1500244140625,4653281,ADANIPORTS.NS
2022-05-25,735.0,743.9500122070312,705.4000244140625,707.9000244140625,707.9000244140625,7699306,ADANIPORTS.NS
2022-05-26,712.0,719.2999877929688,668.1500244140625,701.5,701.5,13569693,ADANIPORTS.NS
2022-05-27,714.0999755859375,714.0999755859375,697.0,703.0999755859375,703.0999755859375,5815428,ADANIPORTS.NS
2022-05-30,714.0,737.0,710.0,734.7000122070312,734.7000122070312,5546106,ADANIPORTS.NS
2022-05-31,731.0999755859375,749.0,728.0,739.8499755859375,739.8499755859375,6346866,ADANIPORTS.NS
2022-06-01,739.7999877929688,743.7000122070312,729.0499877929688,736.9000244140625,736.9000244140625,3196984,ADANIPORTS.NS
2022-06-02,737.0,751.9000244140625,730.25,748.4500122070312,748.4500122070312,3536560,ADANIPORTS.NS
2022-06-03,758.0,758.5,738.75,739.9000244140625,739.9000244140625,2960614,ADANIPORTS.NS
2022-06-06,738.5,745.0,725.2999877929688,741.25,741.25,2753267,ADANIPORTS.NS
2022-06-07,739.0,742.5,713.4000244140625,734.5499877929688,734.5499877929688,2488075,ADANIPORTS.NS
2022-06-08,735.5499877929688,740.0,725.3499755859375,728.5999755859375,728.5999755859375,2839931,ADANIPORTS.NS
2022-06-09,726.0,737.0,723.0999755859375,735.5,735.5,2604731,ADANIPORTS.NS
2022-06-10,726.0,732.1500244140625,718.2000122070312,726.4000244140625,726.4000244140625,3377686,ADANIPORTS.NS
2022-06-13,711.0,714.7000122070312,688.7999877929688,695.25,695.25,4535069,ADANIPORTS.NS
2022-06-14,695.4000244140625,721.7999877929688,693.5499877929688,704.7000122070312,704.7000122070312,6144330,ADANIPORTS.NS
2022-06-15,710.9000244140625,713.2999877929688,701.5999755859375,703.75,703.75,2447673,ADANIPORTS.NS
2022-06-16,711.9500122070312,717.0999755859375,677.0,681.7000122070312,681.7000122070312,4301251,ADANIPORTS.NS
2022-06-17,677.0,689.4500122070312,663.0,668.9500122070312,668.9500122070312,6103963,ADANIPORTS.NS
2022-06-20,671.0,673.9000244140625,653.0999755859375,663.1500244140625,663.1500244140625,3507676,ADANIPORTS.NS
2022-06-21,670.5,691.5499877929688,667.0999755859375,689.0999755859375,689.0999755859375,3312213,ADANIPORTS.NS
2022-03-23,4697.5,4716.0498046875,4595.60009765625,4608.2001953125,4608.2001953125,896055,APOLLOHOSP.NS
2022-03-24,4599.9501953125,4685.0,4558.60009765625,4628.5498046875,4628.5498046875,719101,APOLLOHOSP.NS
2022-03-25,4670.0,4764.0,4622.39990234375,4683.2001953125,4683.2001953125,968364,APOLLOHOSP.NS
2022-03-28,4712.7998046875,4720.0,4600.0498046875,4658.60009765625,4658.60009765625,524802,APOLLOHOSP.NS
